Industry  Industry name,Variance  Full Year Net Profit Variance,Equity  Latest Equity,Face Value  Latest Face Value,Reserves  Total Reserve,Dividend  Full Year Dividend %,Sales Turnover  Full Year Net Sales,Net Profit  Full Year Net Profit,Full Year CPS  Full Year Cash Per Share,Earning Per Share  Full Year Earning Per Share,Quarter CPS  Latest quarter Cash Per Share,Latest Quarter Date  Latest Quarter Yrc,Latest Quarter Sales  Latest Quarter Net Sales,Previous EPS  Previous earnings per share,Book Value  Book value,Networth  Full Year Return on Networth,Price/Book Value  Price to Book value,Yearly PE ratio  Full Year Price to Earning per share,Yearly PC ratio  Full Year Price to Cash Per Share,Bse value  BSE Value in lakhs,Nse value  NSE Value in lakhs,High  52 week high,Low  52 week low,Price  NSE Current market price,CPM  Current market price,Market cap  BSE / NSE Market Cap,Net profit  Latest Quarter Net Profit,Net profit variance  Latest Quarter Net Profit variance,Result year  Trailing latest month,TTM Sales  Trailing Twelve 12 month Net Sales,TTM OP  Trailing Twelve 12 month Operating  Profit,TTM OPM  Trailing Twelve 12 month Operating  Profit  Margin,TTM GP  Trailing Twelve 12 month Gross  Profit,TTM GPM  Trailing Twelve 12 month Gross  Profit Margin,TTM NP  Trailing Twelve 12 month Net Profit,TTM NPV  Trailing Twelve 12 month Net Profit  Variane,TTM EPS  Trailing Twelve 12 month EPS,TTM PE  Trailing Twelve 12 month PE,TTM CPS  Trailing Twelve 12 month CPS,Month CPS  Month Cash Per Share,TTM Depreciation  Trailing Twelve 12 month  Depreciation,Equity  Latest Equity,LTP  Latest Price (BSE/NSE),Gross block  Latest Gross Block,Loans  Total loans,Advances  Latest Advances for Banks,Net profit asset  Latest Assets,Year OPM  Full Year Operating Profit Margin,Year GPM  Full Year Gross Profit Margin,Quarter OPM  Latest quater Operation Profit Margin,stock name
Auto Ancillaries,-2,17.08,1,4192.91,1100,7149.78,637.05,56,37.3,0,1-Jun-21,1886.17,0,246.5,16.45,2.929006,19.4,12.9,276.97,7775.62,1025,665,722,722,12336.08,124.1,99,1-Jun-21,6415.65,1019.89,15.9,1297.67,16.46,565.22,21.61,41.47,17.42,0,0,305.43,17.08,722,3862.82,92.32,0,0,15.6,16.7,13.3,AMARAJABAT
Chemicals,-2,5.08,10,13.65,0,86.67,1.59,5.1,3.1,0,,0,1.9,36.9,9.26,1.544715,18.2,11.1,0,1.13,115,42,57,0,28.69,0.99,-24,1-Mar-21,86.67,6.49,7.5,3.47,4,1.59,-2,3.1,18.2,0,0,0.99,5.08,57,15.28,0.92,0,0,7.5,4,0,AMBANIORG
Consumer Durables,-47,33.69,10,1570.45,0,3030.52,85.1,52.6,25.3,0,1-Jun-21,707.93,0,476.1,6.1,6.616257,124.7,59.8,407.31,3000.57,3668,1700,3150,3150,10614.37,12.43,155,1-Jun-21,2771,172.24,6.22,265.27,7.62,64.63,55.83,34.57,91.13,0,0,89.45,33.69,3150,1590.89,18.88,0,0,7.3,7,6,AMBER
Textiles,30,5.73,10,559.48,350,633.37,67.95,169.1,118.6,0,1-Jun-21,187.53,0,986.4,10.66,1.546026,12.9,9,59.62,480.44,1730,603,1526,1525,873.32,35.84,615,1-Jun-21,721.74,166.75,23.1,162.33,22.49,98.78,127,172.39,8.85,0,0,29.28,5.73,1525,611.09,15,0,0,19.8,18.8,30,AMBIKCO
Cement,18,397.13,2,23995.68,900,24516.17,2479.16,18.3,12.5,0,1-Jun-21,6978.24,0,122.8,13.27,3.558632,35,23.8,532.43,19501.27,438,198,437,437,86762.77,876.71,92,1-Jun-21,24189.74,4780.45,19.76,6427.3,22.7,2224.74,66.42,16.66,26.23,0,0,1188.51,397.13,437,26635.55,46.38,0,0,19.7,21,26.2,AMBUJACEM
Packaging,0,19.17,10,112.69,0,118.61,-1.84,4,0,6.4,1-Jun-21,54.81,0,68.8,-1.41,0.406977,0,7.2,3.27,5.95,34,15,29,28,54.35,2.79,0,1-Jun-21,149.07,17.86,11.98,12.52,8.4,1.7,0,0.89,0,0,0,9.49,19.17,28,230.07,7.89,0,0,10.6,6.4,14.3,AMDIND
Realty,-35,8.2,2,106.36,10,11.21,3.68,1.3,0.9,0,1-Jun-21,1.68,0,27.9,3.41,1.218638,37.8,25.2,10.26,31.17,40,17,34,34,140.22,-0.37,-255,1-Jun-21,14.5,0.51,3.55,7.9,65.71,11.62,-61.72,0.93,36.77,0,0,1.85,8.2,34,35.44,3,0,0,9.2,74.4,-48,AMJLAND
Pharmaceuticals,144,2.92,1,212.64,420,332.84,61.12,22.2,20.9,0,1-Jun-21,78.21,0,73.8,32.64,9.661247,34.1,32.1,18.73,226.28,804,401,713,713,2084.14,12.06,88,1-Jun-21,364.44,81.79,22.44,93.08,25.54,66.75,107,22.86,31.19,0,0,3.64,2.92,713,39.3,1.34,0,0,22.5,25.7,18.6,AMRUTANJAN
Realty,-56,59.02,2,2440.49,5,249.66,12.78,1,0.4,0,1-Jun-21,62.18,0,84.7,0.67,0.743802,145.5,62.1,5.52,113.48,74,17,64,63,1872.41,7.35,205,1-Jun-21,241.93,42.34,17.5,40.26,13.8,15.76,38.01,0.92,68.97,0,0,17.27,59.02,63,1516.76,394.56,0,0,14.2,9.9,13.8,ANANTRAJ
Cement,-22,293.52,10,-973.82,0,0.1,-205.04,0,0,0,1-Jun-21,0,0,-23.2,0,-1.034483,0,0,124.26,244.45,37,4,24,24,702.98,-55.87,-1,1-Jun-21,0.02,-24.21,-99.9,-158.24,-99.9,-205.48,-10,0,0,0,0,47.24,293.52,24,1357.4,29.28,0,0,-99.9,-99.9,0,ANDHRACEMT
Diversified,-25,27.11,10,1270.42,100,1509.11,142.22,75.1,52.5,0,1-Jun-21,413.54,0,478.6,18.43,1.107397,10.1,7.1,25.95,144.57,638,271,531,530,1437.51,50.99,83,1-Jun-21,1465.82,216.6,14.78,257.68,16.49,159.55,-7.94,61.19,8.67,0,0,62.08,27.11,530,989.16,222.41,0,0,13.7,15.6,13.9,ANDHRSUGAR
Trading,101,27.75,10,340.76,0,133.71,0.48,0.5,0.2,0,1-Jun-21,45.32,0,132.8,0.13,0.143072,110.9,40.7,0.53,3.31,27,11,19,19,51.89,1.09,132,1-Jun-21,253.52,-53.01,-20.91,13.6,7.98,-39.72,123.93,3.25,5.75,0,0,0.91,27.75,19,154.38,0,0,0,0.7,5.3,6.3,ANIKINDS
Steel,19,141.11,10,-799.84,0,548.28,-75.04,0,0,0.8,1-Jun-21,131.1,0,-46.7,0,-0.042827,0,0,1.32,1.24,2,1,2,2,27.94,-39.17,-49,,0,0,0,0,0,0,0,0,0,0,0,0,141.11,2,786.97,19.67,0,0,3.7,-4.4,-31.3,ANKITMETAL
Realty,66,78.7,5,-255.45,0,845.53,-60.66,-2.4,-3.9,0,1-Jun-21,95.38,0,-11.2,0,-0.803571,-2.3,-3.8,3.33,20.16,14,4,9,9,145.6,-23.05,-10,1-Jun-21,995.89,-78,-7.83,-69.78,-8.27,-172.77,63.21,0,0,0,0,25.1,78.7,9,732.48,37.88,0,0,0.2,-7.7,4.7,ANSALAPI
Realty,24,59.39,10,129.21,0,170.56,-42.29,-6.9,-7.1,0,1-Jun-21,34.43,0,31.8,-22.31,0.220126,-1,-1,1.27,8.73,12,4,7,7,38.84,-5.55,-33,1-Jun-21,127.61,-42.96,-33.66,-66.77,-37.02,-55.98,23.26,0,0,0,0,1.53,59.39,7,59.28,140.9,0,0,1.1,-36.4,21.5,ANSALHSG
Engineering,26,9.85,10,327.32,70,279.13,53.3,64.8,54.1,0,1-Jun-21,52,0,342.3,16.22,2.9331,18.6,15.5,20.23,183.62,1075,528,1003,1004,988.76,7.9,52,1-Jun-21,245.46,-4.07,-1.66,75.65,25.13,42.45,0,57.07,17.59,0,0,8.92,9.85,1004,243.15,0,0,0,25.1,25.8,24,ANUP
Capital Goods - Electrical Equipment,18,38.27,10,1370.93,95,6388.02,159.34,66.1,41.6,0,1-Jun-21,1803.06,0,368.2,12.46,1.730038,15.3,9.6,13.58,335.74,722,278,637,637,2438.48,62.29,370,1-Jun-21,6375.63,386.47,6.06,412.56,6,90.43,247.06,64.25,9.92,0,0,91.44,38.27,637,1235.8,89.09,0,0,6.8,4.7,7.2,APARINDS
Cement,111,25.29,10,321.02,50,407.2,84.97,41.6,33.6,0,1-Jun-21,122.14,0,136.9,27.4,3.243243,13.2,10.7,19.88,294.13,531,156,441,444,1122.94,23.07,21,1-Jun-21,449.22,128.84,28.68,132.22,29.43,88.91,107,35.16,12.63,0,0,20.08,25.29,444,315.51,2.8,0,0,28.4,29.9,30.8,APCL
Plantation & Plantation Products,175,10.37,2,295.03,175,540.64,44,11.3,8.5,0,1-Jun-21,185.23,0,58.9,15.87,5.500849,38.1,28.7,56.98,174.57,385,132,323,324,1680.04,21.86,0,1-Jun-21,666,103.28,15.51,105.23,15.8,72.54,0,13.99,23.16,0,0,14.15,10.37,324,205.19,0,0,0,12.9,13.1,15.8,APCOTEXIND
Miscellaneous,-27,31.25,10,408.57,20,818.48,44.29,21.2,14.2,8.1,1-Jun-21,222.82,0,140.7,16.15,1.954513,19.3,13,13.08,222.23,435,200,274,275,857.97,3.29,-61,1-Jun-21,823.05,81.42,9.89,74.61,9.07,39.11,-36,12.52,21.97,0,0,20.95,31.25,275,331.35,14.76,0,0,11.1,10.1,4.1,APEX
Steel,52,24.98,2,1669.68,0,8499.75,360.19,37.1,28.8,0,1-Jun-21,2443.32,0,135.7,26.73,12.535004,59,45.9,106.58,1475.35,1850,460,1699,1701,21246.68,147.35,778,1-Jun-21,7058.63,520.52,7.37,845.88,8.83,239.98,141.76,39.29,43.3,0,0,100.71,24.98,1701,2076.42,0.14,0,0,8,7.6,10.4,APLAPOLLO
Pharmaceuticals,36,39.31,2,5088.3,700,5393.13,1172.95,69,59.7,0,1-Jun-21,1326.03,0,260.9,26.71,2.970487,13,11.2,224.61,3419.92,1150,721,775,775,15223.81,164.52,-45,1-Jun-21,5214.38,1457.08,27.94,1386.25,25.78,1102.27,2.56,52.97,14.62,0,0,171.24,39.31,775,2552.37,499.77,0,0,28.9,28.8,17.8,APLLTD
IT - Software,-27,20.76,10,285.17,0,203.07,10.25,9.1,4.9,0,1-Jun-21,27.05,0,147.3,0,0.773931,23.1,12.5,18.88,68.7,155,86,114,114,235.98,0.59,-39,1-Jun-21,245.9,48.67,19.79,23.3,11.29,14.01,-15.01,4.76,23.88,0,0,9.9,20.76,114,0,0,0,0,19,11.4,26.7,APOLLO
Healthcare,-66,71.89,5,4522.8,60,10560,112.07,47.7,7.8,0,1-Jun-21,3760.21,0,319.6,2.46,15.682103,643,105.2,3264.34,28407.2,5122,1585,5015,5012,72070.62,243.54,217,1-Jun-21,10766.39,1113.51,10.34,1641.24,13.51,-5.37,1208.86,39.15,128.03,0,0,630.8,71.89,5012,9617.8,380.8,0,0,10.8,7.5,13.7,APOLLOHOSP
Plastic products,14,13.11,10,293.41,0,407.96,28.49,31.4,21.7,0,1-Dec-20,128.06,0,233.8,10.64,4.332763,46.7,32.2,6.9,181.84,1065,270,1005,1013,1328.24,16.33,145,1-Dec-20,438,58.29,13.31,60.86,13.89,34.02,18,25.95,39.04,0,0,15.61,13.11,1013,207.08,12.54,0,0,11.4,12.3,19.9,APOLLOPIPE
Tyres,50,63.51,1,11376.5,350,17397,712.38,31.9,11.2,0,1-Jun-21,4584.47,0,180.1,6.67,1.238201,19.9,7,419.85,4936.09,261,110,223,223,14165.93,128.52,195,1-Jun-21,14960.41,1934.61,12.93,2230.95,11.86,321.36,487.79,18.53,12.04,0,0,1236.59,63.51,223,26783.16,224.19,0,0,12.7,10.8,12.3,APOLLOTYRE
Hotels & Restaurants,-36,1.3,5,45.91,25,161.28,6.54,35.5,25.2,20.3,1-Jun-21,47.5,0,181.6,26.63,4.515419,32.6,23.1,0,4.63,1009,460,820,0,213.35,2.58,999,1-Jun-21,174.97,10.96,6.26,13.56,7.75,8.92,20,34.31,23.9,0,0,2.65,1.3,820,19.42,8.94,0,0,4.8,6.6,8.3,APOLSINHOT
Computer Education,-9,40.73,10,125.43,23,88.96,12.26,5,3,0,1-Jun-21,19.59,0,40.8,5.76,7.279412,98.7,59.2,134.88,1321.71,318,106,297,297,1207.72,-0.18,97,1-Jun-21,142.83,-0.35,-0.24,27.83,25.49,-5.23,378.9,4.57,64.88,0,0,13.41,40.73,297,58.95,0.57,0,0,17,22.8,2.5,APTECHT
Miscellaneous,-40,19.87,10,63.77,0,230.84,2.27,3.3,1.1,2.3,1-Jun-21,49.56,0,42.1,2.62,0.712589,27.6,9.3,0.94,3.36,47,23,30,30,60.39,0.45,0,1-Jun-21,255.04,15.94,6.25,12.15,4.76,4.63,907,2.33,12.87,0,0,4.29,19.87,30,96.38,0,0,0,5.7,3.8,5.2,ARCHIDPLY
Retail,65,6.76,2,87.97,0,54.14,-2.38,4.4,0,0,1-Jun-21,8.21,0,28,-6.29,0.642857,0,4.2,2.46,8.11,30,9,18,18,61.31,-1.08,66,1-Jun-21,60.81,-0.41,-0.67,14.66,24.11,-0.26,97,0,0,0,0,16.13,6.76,18,160.76,71.55,0,0,-3.7,24.3,-8.4,ARCHIES
Mining & Mineral products,-1101,3.11,10,13.29,0,0.6,-5.82,-18.6,-18.7,0,1-Dec-20,0,0,52.7,-30.35,0.208729,-0.6,-0.6,0.79,0.05,13,9,11,11,3.34,0.32,165,1-Dec-20,0,-8.42,0,-7.58,0,-5.71,-1012.26,0,0,0,0,0.02,3.11,11,3.53,0,0,0,-1353.6,-1304.2,0,ARENTERP
Fertilizers,61,13,10,197.56,8,474.51,17.94,18.8,13.8,0,1-Jun-21,100.16,0,162,8.48,0.925926,10.9,8,17.01,64.39,194,72,150,150,195.59,5.82,3,1-Jun-21,344.43,52.99,15.38,32.14,8.14,12.15,58.16,13.93,10.8,0,0,6.57,13,150,99.5,12.57,0,0,12,6.5,15.3,ARIES
Realty,-49,8.6,10,91.36,0,56.47,-10.05,-11.2,-11.7,0,1-Jun-21,8.88,0,116.2,-4.18,0.215146,-2.1,-2.2,2.92,2.88,31,16,26,25,21.8,-2.68,-35,1-Jun-21,46.12,-18.5,-40.11,-13.64,-22.97,-10,-73.31,0,0,0,0,2.1,8.6,25,18.31,89.35,0,0,-35.3,-22.5,-8.9,ARIHANT
Realty,104,41.16,10,97.54,0,270.17,11.18,3.2,2.7,0,1-Jun-21,84.27,0,33.7,11.86,3.323442,41.2,34.9,32.19,110.61,131,19,112,112,461.2,8.28,218,1-Jun-21,195.78,38.4,19.61,38.66,11.22,4.15,1148.35,7.55,14.84,0,0,2.12,41.16,112,28.56,170.96,0,0,17.8,8.2,17.8,ARIHANTSUP
Finance,-74,8.49,10,178.27,0,192.72,10.62,13.5,12.5,0,1-Jun-21,49.32,0,220,28.11,3.259091,57.3,53.3,2.51,22.15,815,487,718,717,608.28,3.57,-33,1-Jun-21,211.15,115.14,54.53,12.45,6.54,24.19,-74.42,10.46,68.51,0,0,0.82,8.49,717,7.15,8.77,0,1.7,46.4,6.5,53.1,ARMANFIN
Miscellaneous,68,15.3,10,172.34,0,179.37,6.05,11.2,4,0,1-Jun-21,54.16,0,122.6,3.28,0.570962,17.6,6.3,5.27,43.16,79,23,71,70,107.79,2.97,774,1-Jun-21,205.22,27.19,13.25,22.32,10.88,8.67,463,5.67,12.35,0,0,11.6,15.3,70,271.23,0,0,0,13.3,10.6,14.4,AROGRANITE
Plastic products,167,14.09,10,70.46,0,52.4,6.41,7.8,4.5,0,1-Jun-21,14.99,0,60,-13.28,2.383333,31.4,18.3,1.53,8.62,180,41,140,143,201.25,0.77,521,1-Jun-21,21.92,-4.45,-20.31,10.63,17.43,-6.63,202.59,5.23,27.31,0,0,3.89,14.09,143,39.87,0.42,0,0,15.9,19.5,8.4,ARROWGREEN
Logistics,4,52.46,2,-290.39,0,220.64,-368.23,-9.4,-14,0,1-Jun-21,40.47,0,-9.1,0,-2.967033,-1.9,-2.9,1.42,11.86,43,10,27,27,708.14,-103.41,-8,1-Jun-21,265.06,18.09,6.82,-261.59,-129,-394.8,4.84,0,0,0,0,136.02,52.46,27,3052.08,194.8,0,0,37.8,-112.1,56.8,ARSHIYA
Construction,-74,22.74,10,-45.14,0,248.46,-51.95,-18.1,-22.8,0,1-Mar-21,92.1,0,-9.9,-23.83,-2.929293,-1.3,-1.6,0.37,4.24,37,12,29,29,65.94,2.75,-87,1-Mar-21,205.44,-46.94,-22.85,-39.08,-15.73,8.81,-74.45,0,0,0,0,20.64,22.74,29,277.06,0,0,0,-28.6,-15.7,-10.7,ARSSINFRA
Pharmaceuticals,28,11.02,10,10.42,0,47.38,2.68,4.6,2.4,2.7,1-Jun-21,9.06,0,19.5,12.67,4.717949,38.5,20,0,0.39,216,35,92,0,101.88,0.53,6,1-Jun-21,47.74,6.44,13.49,6.14,12.86,2.7,23,2.45,37.55,0,0,2.46,11.02,92,24.46,2.82,0,0,12.7,12.8,15.8,ARVEE
Textiles,-99,258.92,10,2460.37,0,5072.98,0.67,11,0,0,1-Jun-21,1439.43,0,105,-0.38,0.885714,3587.3,8.4,48.25,920.66,116,29,93,93,2398.93,-11.9,88,1-Jun-21,5414.81,361.66,6.68,401.21,6.79,-27.13,3705.83,3.63,25.52,0,0,296.04,258.92,93,4897.39,148.65,0,0,8.7,5,7,ARVIND
Retail,-43,45.29,4,479.55,0,2201.18,-561.67,-22.9,-49.6,0,1-Jun-21,319.24,0,46.3,0,5.356371,-5,-10.8,255.23,1869.36,295,117,249,248,2812.2,-176.9,10,1-Jun-21,2377.08,-212.32,-8.93,-274.66,-11.73,-560.2,-15.85,0,0,0,0,378.48,45.29,248,1770.67,1558.03,0,0,-12,-11.4,-34.2,ARVINDFASN
Realty,-78,35.55,10,261.77,0,149.26,8.8,2.8,2.5,0,1-Jun-21,26.95,0,83.6,3.01,1.614833,54.5,48.3,47.09,447.84,141,81,135,135,481.22,2.5,152,1-Jun-21,269.86,78.3,29.02,23.38,14.11,31.32,-49.64,4.52,29.94,0,0,1.15,35.55,135,13.79,15.03,0,0,27.2,10.5,30.5,ARVSMART
Glass & Glass Products,-13,24.31,1,1415.46,100,2416.99,133.07,10.9,5.5,0,1-Jun-21,603.5,0,59.2,12.01,6.165541,66.7,33.4,51.36,588.7,408,198,366,365,8880.44,35.34,156,1-Jun-21,2140.71,292,13.64,493.34,17.66,61.61,331.58,9.51,38.41,0,0,134.22,24.31,365,2460.48,178.84,0,0,18.5,13.9,19.6,ASAHIINDIA
Chemicals,27,12.03,10,215.48,35,283.08,28.96,31.3,24.1,0,1-Jun-21,96.96,0,189.2,11.55,1.765328,13.9,10.7,4.53,51.3,443,170,334,334,402.07,5.67,-14,1-Jun-21,250.35,41.24,16.47,47.46,14.73,23.45,15.71,23.16,14.43,0,0,8.38,12.03,334,195.49,0,0,0,17.5,18.5,10.6,ASAHISONG
Auto Ancillaries,23,15.86,10,-104.59,0,339.13,-29.68,0,0,0,1-Jun-21,94.13,0,-55.9,0,-1.001789,0,0,1.9,3.11,82,20,56,56,88.97,-5.26,68,1-Jun-21,417.8,11.36,2.72,-7.03,-1.68,-18.27,60,0,0,0,0,11.26,15.86,56,139.19,99.75,0,0,0,-5.4,1.8,ASAL
Mining & Mineral products,199,18.3,2,426.81,25,1148.11,72.64,12.9,7.9,0,1-Jun-21,451.79,0,48.7,1056.45,3.01848,18.5,11.4,129.13,178.45,176,58,145,147,1345.3,60.38,226,1-Jun-21,630.42,-1.94,-0.31,171.61,13.07,-43.77,265.81,12.19,12.06,0,0,31.96,18.3,147,1212,305.92,0,0,10,12.4,15.6,ASHAPURMIN
Realty,63,20.47,2,724.18,20,241.98,-6.05,0.3,-0.6,0,1-Jun-21,36.39,0,72.8,-0.81,2.348901,-289.3,616.3,28.42,459.7,187,67,171,171,1753.29,-5.13,-57,1-Jun-21,246.12,-19.66,-7.99,3.97,1.7,-3.39,98.12,0,0,0,0,8.98,20.47,171,138.26,5.87,0,0,0.4,3.8,-20.2,ASHIANA
Textiles,-77,191.66,10,17.53,0,141.47,-11.14,-0.3,-0.6,0,1-Jun-21,26.61,0,10.9,-7.87,1.743119,-32.7,-55.9,1.75,5.41,22,6,19,19,363.2,-9.15,-47,1-Jun-21,184.75,-11.72,-6.34,-9.61,-6.01,-10.13,-53.03,0,0,0,0,4.87,191.66,19,316.49,7.5,0,0,-10.6,-4.7,-31,ASHIMASYN
Infrastructure Developers & Operators,73,140.36,5,478.95,0,4991.7,275.86,19.7,9.8,0,1-Jun-21,1283.15,0,22.1,28.79,4.524887,10.2,5.1,154.4,841.15,119,60,100,100,2819.86,80.22,387,1-Jun-21,4815.22,1491.43,30.97,858.53,15.57,212.29,144.85,13.69,7.34,0,0,266.72,140.36,100,9750.27,608.67,0,0,30.8,14.3,30.9,ASHOKA
Automobile,-153,293.55,1,7568.47,60,19754.45,-189.48,2.2,-0.6,0,1-Jun-21,4070.34,0,26.8,-1.2,4.514925,-187.5,55,18250.72,38798.84,143,64,121,121,35402.46,-272.48,33,1-Jun-21,15545.25,2148.17,13.82,998.02,4.55,-482.36,67.26,0,0,0,0,766.83,293.55,121,12416.13,9576.65,0,0,12,3.9,8.2,ASHOKLEY
Hotels & Restaurants,-88,19.45,10,408.92,0,72.58,-125.12,-55.7,-64.3,0,1-Jun-21,13.14,0,220.2,-9.7,0.358765,-1.2,-1.4,0.21,0.83,106,44,79,79,154.34,-40.17,-51,1-Jun-21,149.49,9.09,6.08,-679.24,-874.71,-95.82,-99.04,0,0,0,0,17.36,19.45,79,1939.41,178.99,0,0,-815.3,-934.3,-73.2,ASIANHOTNR
Paints/Varnish,16,95.92,1,12710.37,1785,21712.79,3125.7,40.8,32.6,0,1-Jun-21,5585.36,0,133.5,27.96,25.011236,102.5,81.8,1210.2,27638.09,3344,1884,3339,3339,320252.16,568.5,160,1-Jun-21,18328.76,3784.18,20.65,5577.86,22.88,1945.29,53.84,36.38,91.77,0,0,776.33,95.92,3339,8391.65,998.03,0,0,22.4,23.5,16.3,ASIANPAINT
Ceramic Products,35,34.29,10,595.88,5,1292.3,57,25.2,16.6,0,1-Jun-21,272.98,0,183.8,9.51,0.903156,10,6.6,67.65,557.04,318,137,166,166,568.31,8.22,210,1-Jun-21,1029.3,99.37,9.65,127.83,8.9,30.61,209.78,21.19,7.82,0,0,30.4,34.29,166,568.87,53.71,0,0,10.5,8.1,9.1,ASIANTILES
Trading,999,7.82,10,131.03,35,249.71,6.45,12.4,8.2,4.2,1-Jun-21,52.3,0,177.6,4.77,1.081081,23.5,15.6,0,5.14,268,94,192,0,150.35,0.06,0,1-Jun-21,263.12,15.14,5.75,15.66,5.95,8.82,709,11.28,17.02,0,0,3.23,7.82,192,81.39,4.08,0,0,4.7,5,2.8,ASPINWALL
Agro Chemicals,37,19.59,10,289.59,15,554.87,65.06,46.3,33.2,0,1-Jun-21,128.66,0,157.8,23.42,8.206591,39,28,14.53,212.97,1528,909,1295,1295,2537.27,12.98,-20,1-Jun-21,572.35,121.31,21.19,110.67,19.36,77.37,-4.56,31.57,41.03,0,0,24.53,19.59,1295,315.53,169.03,0,0,20.1,20.7,19.2,ASTEC
Healthcare,-17,499.51,10,2501.04,0,8608.43,380.94,20,7.6,0,1-Jun-21,2371.59,0,60.1,11.78,3.793677,29.9,11.4,291.28,7127.83,237,120,228,228,11396.39,44.47,154,1-Jun-21,8651.37,1183.21,13.68,976.1,10.54,238.73,31.65,5.51,41.41,0,0,618.51,499.51,228,9116.23,2496.25,0,0,12.8,9.6,11.8,ASTERDM
Plastic products,62,20.09,1,1874.5,200,3176.3,401.05,25.8,20,0,1-Jun-21,700.1,0,94.3,24.04,22.258749,105.2,81.5,528.14,5865.16,2294,770,2100,2099,42178.17,73.9,271,1-Jun-21,2444,422.1,17.27,727.3,20.94,225.3,107.7,22.82,91.99,0,0,113.6,20.09,2099,1767.7,27.5,0,0,20.1,20.4,18.5,ASTRAL
Telecomm Equipment & Infra Services,-32,17.32,2,541.38,60,640.91,28.87,6.1,3.3,0,1-Jun-21,128.81,0,64.5,5.25,2.465116,47.7,26.3,71.75,582.65,187,102,159,159,1372.8,12.17,880,1-Jun-21,533.9,57.73,10.81,78.49,11.7,24.4,-17.03,4.92,32.22,0,0,24.82,17.32,159,281.69,0,0,0,12,9.7,19.2,ASTRAMICRO
Pharmaceuticals,27,5,2,451.17,100,813.56,91.72,44.7,36.7,0,1-Jun-21,175.4,0,182.5,22.74,17.523288,87.1,71.5,78,920.23,4970,3000,3197,3198,7995.25,10.24,-45,1-Jun-21,795.38,122.53,15.41,132.37,16.64,83.33,21,33.33,95.94,0,0,20.33,5,3198,159.78,12.14,0,0,16.7,17.8,8.9,ASTRAZEN
Paper,-24,46.5,10,129.23,0,435.15,10.27,3.7,2.2,0,1-Jun-21,112.45,0,37.8,8.45,1.587302,27.2,16.2,19.21,210.72,74,35,60,60,279.47,1.84,0,1-Jun-21,358.12,25.59,7.15,22.64,4.71,5.54,1.92,2.21,27.19,0,0,6.33,46.5,60,179.94,10.09,0,0,7.3,5.2,5.6,ASTRON
Edible Oil,-2,24.37,10,411.67,30,892.53,31.04,20.4,12.7,0,1-Jun-21,206.2,0,178.9,7.4,5.589715,78.5,49.1,9.58,56.76,1150,665,994,1000,2435.78,7.55,-40,1-Jun-21,864.88,62.69,7.25,55.88,6.24,32.85,-33.18,10.79,92.63,0,0,18.59,24.37,1000,379.15,14.46,0,0,7,6.9,7.8,ATFL
Infrastructure Developers & Operators,-6,16.3,2,-574.17,0,88.33,-70.1,-3.6,-8.6,0,1-Jun-21,8.42,0,-68.5,0,-0.175182,-1.4,-3.3,0.61,1.12,19,6,13,12,101.55,-14.58,43,1-Jun-21,94.95,-703.98,-741.46,-18.4,-20.79,-70.39,7.87,0,0,0,0,38.85,16.3,12,754.57,98.62,0,0,43.9,-27.1,68.4,ATLANTA
Chemicals,-3,29.59,10,3796.91,200,3731.47,637.79,261.6,215.6,0,1-Jun-21,1080.2,0,1293.3,18.91,7.122091,42.7,35.2,644.19,982.3,9651,5564,9218,9211,27251.15,165.94,41,1-Jun-21,3669.73,857.17,23.36,1086.7,26.18,602.29,10.52,237.91,38.71,0,0,132.48,29.59,9211,1999.09,13.5,0,0,24.6,27.3,21.9,ATUL
Automobile,-115,10.97,5,288.85,0,290.27,-8.18,-0.7,-3.7,0,1-Jun-21,31.38,0,136.6,18.34,1.449488,-53.1,-268.2,39.81,337.74,237,151,198,198,433.38,-6.21,2,1-Jun-21,402.54,27.86,6.92,-6.21,-2.1,19.72,-122.57,0,0,0,0,6.52,10.97,198,150.64,0.74,0,0,-2.6,-2.4,-20.2,ATULAUTO
Banks,73,312.99,10,5963,0,6401.6,1171.39,40.8,37.4,9.8,1-Jun-21,1537.68,0,200.5,21.98,5.835411,31.3,28.7,7824.04,43708.02,1389,616,1170,1170,36633.77,203.2,1,1-Jun-21,6529.37,3727.76,57.09,1181.93,18.1,1173.78,71,37.5,31.2,0,0,104.37,312.99,1170,796.68,35979.31,34608.91,755.46,58.7,18.3,58.8,AUBANK
Alcoholic Beverages,-25,8.2,10,32.17,0,68.22,3.07,8,3.7,0,,0,-0.9,49.2,11.67,1.199187,15.9,7.4,0,1.18,59,26,59,0,48.3,-0.72,0,1-Mar-21,68.22,10.15,14.9,7.84,11.5,3.07,-25,3.7,15.9,0,0,3.49,8.2,59,71.35,7.02,0,0,14.9,11.5,0,AURDIS
IT - Software,-314,22.8,10,313.67,0,374.02,-78.74,26.6,-34.5,0,1-Jun-21,115.81,0,147.6,7.02,1.361789,-5.8,7.6,4.73,47.49,238,58,201,201,459.08,14.21,241,1-Jun-21,378.6,71.28,18.83,-39.06,-9.4,23.48,-351.26,0,0,0,0,41.56,22.8,201,789.97,42.6,0,0,-9.9,-13.3,21.1,AURIONPRO
